location,floors,rooms,washroom,total_sqft,furnishing,age,price,rent
Vijay nagar,1,1,4,723,Unfurnished,10,5119919,15774
Bairagarh,5,5,2,3191,Semi-Furnished,23,14302123,36545
Habibganj,5,13,2,3779,Furnished,9,20746812,67980
Habibganj,1,1,2,632,Furnished,3,3385340,10834
Nizamuddin colony,2,2,4,962,Unfurnished,25,6259303,22190
New market,4,7,1,3252,Furnished,7,22832163,70905
Misrod,5,9,4,4359,Semi-Furnished,26,18334831,46680
Nizamuddin colony,3,4,2,1578,Unfurnished,16,10288209,34414
New market,4,10,1,3182,Unfurnished,25,22223924,69421
New market,4,8,2,2640,Semi-Furnished,20,18511122,56412
Avadhpuri,3,6,3,1555,Unfurnished,24,6916449,19289
Prabhat petrol pump,5,10,1,3756,Furnished,24,18353944,53653
sultaniya road,5,12,4,4903,Unfurnished,11,25444466,78190
Vijay nagar,4,8,2,2410,Furnished,19,17343945,58915
Ratnagiri,5,14,4,4257,Unfurnished,15,19921086,53836
Kolar hills,5,6,1,3294,Furnished,22,16411024,50702
Kolar hills,3,4,1,1811,Unfurnished,19,9077139,26491
Gulmohar,3,4,1,1245,Furnished,7,8040947,25044
Indrapuri,5,6,3,3605,Semi-Furnished,26,14330538,37932
Prabhat petrol pump,1,1,3,658,Furnished,20,3320852,10478
chuna bhatti,3,6,1,1691,Semi-Furnished,21,8009775,23910
kohefiza,2,3,4,823,Furnished,11,3732016,11364
New market,3,4,3,1714,Semi-Furnished,7,12033570,36443
Bawadiya Kalan,2,4,1,1072,Furnished,5,4858859,12795
Minal,2,2,1,970,Semi-Furnished,0,4580087,12942
Misrod,4,5,4,2925,Furnished,1,12233608,32066
Minal,1,1,2,485,Furnished,5,2324696,6455
Vijay nagar,5,7,1,3565,Furnished,3,25602624,86021
Gulmohar,4,4,1,2343,Semi-Furnished,22,14941108,47602
Barkheda,5,7,1,3558,Unfurnished,17,15665578,47809
Kamla Nagar,3,4,2,1572,Unfurnished,2,8136970,23964
ibrahimpura,2,4,1,1142,Unfurnished,22,4966569,10993
Prabhat petrol pump,2,3,4,1092,Unfurnished,3,5345223,14798
Ashoka garden,4,5,1,2175,Semi-Furnished,20,11237498,34267
Hoshangabad Road,1,1,1,441,Unfurnished,28,2301200,7809
VIP road,3,4,2,1413,Semi-Furnished,20,9202512,29702
Chuna Bhatti,3,3,4,1422,Unfurnished,30,6748976,19532
Sonagiri,2,2,2,921,Furnished,21,4277008,11361
jahangirabad,5,14,2,4028,Furnished,16,18524180,48504
Lalghati,3,3,4,1545,Furnished,19,7502600,23124
Bawadiya Kalan,1,2,2,735,Furnished,12,3364224,7689
Govindpura,5,5,1,3132,Unfurnished,7,16525522,48116
Kolar hills,1,1,4,694,Furnished,20,3410912,12393
Arera Colony,1,3,1,799,Semi-Furnished,14,6032166,17530
eidgah hills,3,5,3,1459,Unfurnished,2,8785005,27857
Misrod,3,3,4,1413,Unfurnished,11,5879251,16829
Bittan Market,5,7,1,4048,Semi-Furnished,22,28285004,88128
Ashoka garden,3,4,3,1379,Furnished,16,7254638,21415
Indrapuri,4,8,4,2002,Semi-Furnished,10,8087702,18695
Kamla Nagar,1,1,2,636,Furnished,29,3367263,11731
Govindpura,3,5,1,1496,Furnished,6,8011339,24545
Bittan Market,5,5,3,4062,Semi-Furnished,16,28533856,90052
Gandhi nagar,3,4,3,1374,Furnished,14,8483222,33445
Vikas Nagar,1,1,1,509,Unfurnished,10,3368513,13298
Misrod,1,2,3,565,Furnished,16,2337075,6000
eidgah hills,1,2,1,611,Furnished,0,3758054,11192
Shanti Nagar,5,15,2,4911,Furnished,24,28943537,91493
Piplani,1,1,3,706,Unfurnished,22,4853865,15140
Ayodhya nagar,1,1,3,741,Unfurnished,17,4504888,18401
Ashoka garden,5,9,4,3252,Unfurnished,13,16983309,51289
Vikas Nagar,4,9,1,2877,Furnished,26,19628797,64843
Ayodhya bypass,1,2,4,534,Unfurnished,24,2817755,8444
Ratnagiri,1,1,2,778,Semi-Furnished,9,3729915,10483
Bawadiya Kalan,1,2,1,714,Unfurnished,18,3200234,8898
kohefiza,3,4,3,1420,Furnished,16,6298502,18490
MP Nagar,1,2,4,553,Furnished,4,4413390,11857
Barkheda,5,6,3,3280,Furnished,26,14450615,43161
Minal,4,10,2,2932,Semi-Furnished,5,13879474,39707
Gulmohar,1,2,2,757,Semi-Furnished,25,4937170,17653
Nizamuddin colony,5,6,4,4414,Semi-Furnished,15,28760879,90970
sultaniya road,2,4,1,1081,Furnished,0,5700470,18389
chuna bhatti,4,9,1,2305,Unfurnished,5,10846851,29198
Indrapuri,3,3,3,1543,Furnished,23,6109006,15607
chuna bhatti,3,4,3,1685,Unfurnished,28,7970794,20245
Misrod,5,5,4,4205,Semi-Furnished,19,17700091,47501
Prabhat petrol pump,3,7,1,1977,Unfurnished,10,9727252,28429
Nizamuddin colony,2,2,2,1065,Furnished,30,7019264,21699
Bawadiya Kalan,1,2,1,642,Furnished,26,2793439,7389
Bairagarh,2,3,1,859,Furnished,26,3847685,11538
Avadhpuri,1,1,4,583,Unfurnished,10,2661801,9027
Avadhpuri,3,7,3,1892,Semi-Furnished,10,8398280,24597
Ayodhya nagar,5,11,1,3572,Furnished,28,22156814,81306
Karond,2,4,1,1024,Semi-Furnished,27,4955529,13838
Piplani,1,2,4,684,Semi-Furnished,8,4824924,16472
Gandhi nagar,3,5,2,1604,Semi-Furnished,28,9861505,35789
Service road,2,4,2,1095,Furnished,8,6344304,19296
Arjun Nagar,3,5,1,1923,Furnished,19,11457062,39892
Lalghati,2,2,4,1199,Semi-Furnished,19,5684252,15615
Saket nagar,1,1,1,431,Unfurnished,19,3027597,8804
Ayodhya bypass,1,1,1,744,Semi-Furnished,20,3961926,10181
Kamla Nagar,3,5,3,1607,Semi-Furnished,6,8316355,25435
Bittan Market,5,17,1,4603,Furnished,1,32271863,101439
Shanti Nagar,3,5,1,1503,Furnished,30,8834847,30072
Vikas Nagar,3,3,3,1620,Semi-Furnished,11,11098041,38690
Sonagiri,5,13,1,4656,Semi-Furnished,22,21356974,56494
Bairagarh,3,4,4,1918,Semi-Furnished,1,8572362,22039
Arera Colony,4,7,3,2771,Furnished,30,20695314,65895
Service road,1,1,2,578,Furnished,12,3331724,12418
Shanti Nagar,3,4,4,1856,Furnished,8,11020798,35736
Shanti Nagar,5,11,2,3189,Furnished,19,18777508,59233
Kolar hills,4,8,1,3473,Unfurnished,22,17451210,53254
Minal,2,4,1,1136,Semi-Furnished,17,5357846,14534
sultaniya road,5,9,3,3659,Furnished,5,18988297,58851
Kamla Nagar,4,10,2,3017,Semi-Furnished,11,15693150,47594
Gulmohar,3,5,3,1276,Furnished,14,8170161,27787
Chuna Bhatti,3,4,4,1250,Unfurnished,13,5968824,15003
Hoshangabad Road,1,1,3,616,Unfurnished,27,3151942,7849
VIP road,3,3,1,1475,Semi-Furnished,13,9579044,30273
Shyamla Hills,4,8,4,2679,Furnished,29,20011154,65750
Saket nagar,4,4,4,2490,Furnished,27,16896363,58348
chuna bhatti,2,2,3,943,Furnished,7,4358707,12151
Chuna Bhatti,4,9,2,2688,Semi-Furnished,2,12664251,34871
Arjun Nagar,2,3,4,826,Semi-Furnished,5,4956202,18089
Chuna Bhatti,4,7,4,3376,Semi-Furnished,9,15928988,44581
Saket nagar,3,5,3,1706,Semi-Furnished,22,11687862,38571
Sonagiri,5,5,1,4595,Semi-Furnished,24,21050862,56612
Arjun Nagar,2,3,4,834,Semi-Furnished,14,5019536,15633
Ayodhya bypass,1,1,1,491,Unfurnished,8,2579075,9664
Lalghati,3,3,4,1402,Furnished,18,6643360,19131
Piplani,4,8,4,2096,Furnished,6,14625002,47001
Nizamuddin colony,3,3,3,1357,Semi-Furnished,12,8877839,28922
Sonagiri,4,11,4,3330,Furnished,21,15406819,40553
Bittan Market,3,3,1,1456,Semi-Furnished,4,10158701,31348
Gandhi nagar,5,8,1,3771,Semi-Furnished,2,23398715,85044
Ashoka garden,5,12,3,3631,Unfurnished,1,18832496,56567
Hoshangabad Road,5,12,1,3996,Unfurnished,21,20388920,61263
Govindpura,4,9,3,3438,Unfurnished,26,18278768,55910
Avadhpuri,1,1,1,718,Unfurnished,6,3134887,9649
Shivaji Nagar,3,3,4,1740,Furnished,24,10460564,34126
Barkheda,5,14,2,4820,Furnished,3,21199724,62226
Ashoka garden,1,2,1,549,Semi-Furnished,22,2917555,7742
kohefiza,4,8,4,2559,Semi-Furnished,9,11508967,31020
Kolar hills,3,3,1,1616,Furnished,12,8166799,24317
Kolar Road,5,12,3,3019,Unfurnished,8,15076699,45417
Sonagiri,3,4,3,1801,Unfurnished,3,8279688,21461
Govindpura,4,7,2,2748,Furnished,16,14599345,42312
Prabhat petrol pump,2,3,1,1053,Furnished,27,5206753,15851
Prabhat petrol pump,5,15,3,4151,Semi-Furnished,5,20409633,56196
char Imli,4,4,4,3136,Semi-Furnished,23,20715260,67500
Kamla Nagar,2,3,1,1062,Semi-Furnished,13,5571791,15700
Narela,5,14,1,4793,Unfurnished,26,20604360,52805
Anand nagar,3,7,4,1929,Unfurnished,10,11174476,37625
Arjun Nagar,2,3,3,810,Semi-Furnished,9,4779779,18127
Bairagarh,1,1,2,477,Unfurnished,14,2167485,4796
kohefiza,4,4,2,2055,Semi-Furnished,2,9192344,25893
Narela,2,2,1,1030,Unfurnished,7,4455372,10966
New market,3,3,3,1664,Furnished,23,11673178,36211
chuna bhatti,1,1,1,588,Unfurnished,8,2757108,8254
Govindpura,3,3,4,1370,Semi-Furnished,28,7180392,20201
Chuna Bhatti,3,4,4,1516,Unfurnished,17,7074256,18338
Bittan Market,4,7,4,2860,Furnished,20,20117662,64676
Kolar Road,5,16,1,4753,Unfurnished,22,23728230,72984
sultaniya road,5,18,2,4594,Unfurnished,1,23844254,71612
Ashoka garden,1,1,1,469,Unfurnished,10,2383735,6430
Minal,5,7,3,4320,Furnished,15,20302228,56772
eidgah hills,1,1,3,608,Semi-Furnished,2,3696770,13195
Lalghati,5,17,4,4688,Semi-Furnished,3,22439476,67352
Nizamuddin colony,4,7,3,2493,Furnished,11,16275614,54086
ibrahimpura,2,2,4,1046,Semi-Furnished,18,4542858,10227
Habibganj,5,13,4,3322,Furnished,25,18286187,58648
Arjun Nagar,1,1,3,698,Furnished,6,4260437,15103
Saket nagar,4,13,1,3362,Furnished,15,22817748,77340
Ayodhya bypass,4,7,4,2143,Semi-Furnished,22,11367726,33431
Ayodhya bypass,2,3,3,1191,Furnished,18,6228194,18858
Misrod,5,13,1,4182,Furnished,26,17593298,46161
kohefiza,4,4,2,2145,Furnished,30,9645408,24726
Barkheda,5,18,2,4604,Semi-Furnished,21,20178856,58467
char Imli,5,8,4,3705,Semi-Furnished,17,24380327,79741
Kolar Road,1,2,2,592,Semi-Furnished,8,2896618,10846
MP Nagar,5,11,4,4106,Unfurnished,28,32866086,104484
Prabhat petrol pump,4,10,4,2827,Furnished,26,13936769,40315
Shyamla Hills,3,3,3,1335,Semi-Furnished,8,9925165,34532
Barkheda,5,10,2,4300,Furnished,17,18995269,56833
Gandhi nagar,5,6,4,4147,Semi-Furnished,10,25690707,96412
Barkheda,2,2,4,976,Unfurnished,12,4339828,13432
Gulmohar,2,3,4,1184,Semi-Furnished,15,7649699,24885
Service road,3,3,2,1284,Unfurnished,10,7533466,23641
Karond,4,12,4,3181,Furnished,7,15618688,45387
chuna bhatti,1,1,2,476,Unfurnished,29,2230166,5229
Gandhi nagar,2,3,2,834,Furnished,27,5238254,20203
Barkheda,4,4,2,2237,Unfurnished,3,9799417,29535
eidgah hills,3,7,1,1753,Furnished,9,10428282,35871
Shyamla Hills,3,5,1,1647,Unfurnished,20,12385176,43140
chuna bhatti,1,1,3,520,Unfurnished,11,2517931,8677
Hoshangabad Road,2,3,3,955,Unfurnished,9,4904736,14535
Habibganj,2,3,2,1036,Furnished,25,5668707,20368
Avadhpuri,5,15,3,3806,Furnished,0,16787059,47856
chuna bhatti,5,12,2,4947,Furnished,16,23329962,63394
sultaniya road,3,4,3,1724,Furnished,10,8962477,26405
eidgah hills,1,2,3,643,Semi-Furnished,23,3867851,11593
Saket nagar,2,4,2,1070,Semi-Furnished,3,7238488,25654
Lalghati,2,2,4,861,Unfurnished,3,4127549,12027
Gulmohar,1,1,4,492,Furnished,25,3205608,12108
Kolar hills,5,10,1,3340,Furnished,20,16651681,51081
Govindpura,5,15,1,4300,Semi-Furnished,29,22735275,68907
Indrapuri,1,1,2,443,Unfurnished,7,1723319,4670
Hoshangabad Road,1,1,2,722,Furnished,29,3690595,10674
Prabhat petrol pump,2,3,1,1024,Furnished,8,4940297,14861
Kolar hills,3,3,3,1430,Furnished,4,7154209,19905
Service road,4,8,3,2891,Furnished,15,16751506,54465
sultaniya road,4,7,3,2935,Unfurnished,12,15173573,45630
Kolar hills,2,2,3,877,Semi-Furnished,26,4298514,12848
Bairagarh,5,13,1,4987,Unfurnished,23,22496846,58169
Roshanpura,2,3,2,1036,Semi-Furnished,13,4971194,13749
sultaniya road,2,3,1,1200,Furnished,12,6163586,19070
Lalghati,5,9,4,3457,Unfurnished,15,16590294,47500
sultaniya road,3,3,4,1442,Unfurnished,4,7419530,22258
Indrapuri,4,8,2,3336,Furnished,8,13249360,35107
Sonagiri,4,4,3,2502,Semi-Furnished,16,11470960,31762
Shyamla Hills,5,9,4,4132,Unfurnished,13,31037859,104229
jahangirabad,5,6,1,3098,Unfurnished,10,14167394,36150
Kolar Road,3,4,4,1692,Semi-Furnished,14,8459765,26637
Minal,4,7,3,3226,Semi-Furnished,12,15145228,40632
sultaniya road,1,1,4,486,Furnished,30,2558963,5899
Ayodhya nagar,1,2,3,543,Unfurnished,26,3279339,14238
Anand nagar,4,8,1,2962,Furnished,20,17146079,56236
Vikas Nagar,2,2,2,808,Furnished,1,5408065,19805
Habibganj,5,10,1,4824,Unfurnished,2,26500853,85536
Barkheda,4,5,4,3187,Unfurnished,1,14079404,42371
Chuna Bhatti,4,4,2,3498,Furnished,22,16535798,46779
Narela,5,12,2,3351,Unfurnished,1,14376338,35677
Service road,1,2,1,580,Unfurnished,8,3274341,9544
Kolar Road,2,3,2,934,Unfurnished,2,4649110,13622
Misrod,5,12,1,3037,Unfurnished,12,12757976,35002
Saket nagar,4,8,3,2567,Unfurnished,23,17399704,57668
Anand nagar,4,4,4,3368,Unfurnished,15,19551968,65236
Vikas Nagar,3,5,4,1267,Semi-Furnished,21,8650865,30351
MP Nagar,4,8,2,2055,Furnished,24,16393748,51329
Barkheda,1,1,4,449,Unfurnished,22,1938193,6320
Roshanpura,5,5,1,4138,Furnished,13,19928355,58019
Kolar Road,2,2,2,1153,Furnished,11,5837875,16244
Service road,5,8,4,3956,Semi-Furnished,2,23036724,74749
Tajul masjid,1,1,4,547,Semi-Furnished,13,3092014,10071
Hoshangabad Road,4,4,4,2002,Unfurnished,10,10285670,28648
sultaniya road,5,9,3,3355,Unfurnished,11,17513899,53637
Prabhat petrol pump,5,11,2,3931,Furnished,9,19349195,54271
Saket nagar,4,7,3,2370,Semi-Furnished,2,16140165,54874
Minal,3,4,3,1728,Furnished,7,8120175,22862
ibrahimpura,1,1,3,781,Unfurnished,12,3337390,9350
Ayodhya bypass,1,1,2,695,Unfurnished,18,3692248,12387
Roshanpura,4,4,2,2335,Furnished,24,11200668,31039
Service road,2,4,1,1045,Furnished,2,5968232,18886
Avadhpuri,3,4,1,1415,Semi-Furnished,29,6266491,17934
Indrapuri,5,15,3,3837,Furnished,30,15312261,38352
Nizamuddin colony,2,2,3,830,Semi-Furnished,10,5373723,18863
New market,1,1,2,536,Furnished,13,3742200,13546
Bittan Market,4,5,3,2879,Furnished,15,20215595,62562
Bairagarh,5,15,1,4937,Unfurnished,25,22203530,59416
MP Nagar,1,2,2,550,Furnished,12,4408442,13984
Ayodhya nagar,1,2,4,573,Semi-Furnished,7,3648280,14920
chuna bhatti,4,9,1,2287,Furnished,25,10752707,30041
Chuna Bhatti,2,3,2,1145,Unfurnished,17,5426678,15332
Bairagarh,1,2,2,748,Furnished,2,3447806,8891
char Imli,3,3,2,1254,Semi-Furnished,4,8221013,26782
Sonagiri,3,4,4,1307,Furnished,19,5993505,16582
Avadhpuri,5,7,3,3833,Unfurnished,22,16891614,50872
New market,2,2,3,1108,Unfurnished,28,7819055,24156
Bawadiya Kalan,3,6,1,1551,Furnished,10,6903379,18056
Saket nagar,2,4,3,1051,Semi-Furnished,21,7081422,24136
MP Nagar,3,4,2,1359,Unfurnished,20,10829494,32310
Habibganj,3,7,4,1816,Semi-Furnished,27,9928353,31062
Hoshangabad Road,2,3,2,965,Unfurnished,28,4969365,16092
Shanti Nagar,5,5,4,3185,Semi-Furnished,17,18764004,62379
chuna bhatti,2,3,1,897,Furnished,21,4216409,11930
sultaniya road,3,3,1,1490,Furnished,23,7804046,22088
Arjun Nagar,5,12,2,3015,Unfurnished,2,17999594,61131
Arjun Nagar,2,2,4,1156,Semi-Furnished,8,6936854,22195
New market,5,11,3,4153,Furnished,14,29022727,92160
Ayodhya bypass,2,3,2,928,Unfurnished,16,4938681,12919
Vijay nagar,1,1,3,461,Furnished,22,3277290,10107
Kolar hills,5,6,3,3609,Furnished,14,18010159,55415
Misrod,5,5,1,4519,Furnished,30,18908300,48170
Shyamla Hills,4,7,4,3282,Unfurnished,17,24530281,82831
Piplani,1,2,2,615,Furnished,1,4284612,13554
Piplani,2,2,4,908,Furnished,25,6324751,18423
Avadhpuri,1,1,4,498,Unfurnished,22,2274647,5832
Ratnagiri,4,6,3,2256,Semi-Furnished,5,10630597,27724
ibrahimpura,4,7,1,2882,Unfurnished,4,12443483,31600
Chuna Bhatti,5,12,3,3409,Unfurnished,12,15941712,45604
Gulmohar,5,7,3,4418,Unfurnished,13,28236347,92589
Ayodhya nagar,5,14,2,4545,Semi-Furnished,15,28091379,106304
Bawadiya Kalan,2,2,2,918,Furnished,8,4156441,9801
Minal,2,3,1,1051,Semi-Furnished,3,4872367,13243
Ayodhya bypass,3,5,4,1578,Semi-Furnished,2,8276430,26895
char Imli,4,7,4,2279,Furnished,27,14982464,48702
New market,1,1,4,542,Unfurnished,21,3764436,10948
Nizamuddin colony,3,5,4,1359,Unfurnished,24,8916868,28163
Govindpura,2,2,4,1067,Semi-Furnished,26,5711181,16881
Ashoka garden,1,1,2,705,Semi-Furnished,18,3580342,12566
Karond,3,7,2,1961,Unfurnished,30,9555568,27218
char Imli,1,1,2,715,Furnished,18,4736951,16431
Bittan Market,5,13,4,3709,Unfurnished,29,25891269,82219
Vijay nagar,5,10,2,3076,Furnished,1,22121930,72887
chuna bhatti,1,2,2,709,Unfurnished,29,3325194,9320
jahangirabad,3,3,4,1960,Unfurnished,26,9019351,24586
New market,4,8,2,2941,Furnished,1,20514390,63425
Roshanpura,3,5,2,1465,Furnished,11,6950382,19609
Service road,1,1,3,474,Unfurnished,23,2733168,10818
Misrod,5,10,4,4883,Furnished,21,20600463,52602
Govindpura,2,3,2,1011,Furnished,27,5268953,15662
MP Nagar,4,6,1,3334,Furnished,20,26611020,81558
Bawadiya Kalan,3,5,1,1694,Unfurnished,12,7629931,19792
eidgah hills,5,14,1,4460,Unfurnished,6,26832527,87228
Indrapuri,2,3,3,834,Semi-Furnished,8,3370426,7102
Gulmohar,3,5,4,1792,Unfurnished,3,11462357,38955
Bairagarh,1,1,2,415,Semi-Furnished,12,1824971,6415
Gulmohar,3,4,2,1575,Semi-Furnished,24,10100542,34554
char Imli,1,1,4,437,Unfurnished,19,2849072,9635
Govindpura,2,2,1,1035,Furnished,9,5495032,17330
Arera Colony,3,5,2,1944,Semi-Furnished,18,14586023,46985
Misrod,5,10,3,4675,Furnished,2,19635736,49492
Kamla Nagar,1,2,1,549,Unfurnished,0,2851067,7446
kohefiza,5,11,2,3187,Semi-Furnished,21,14429571,38472
Vikas Nagar,1,2,4,653,Unfurnished,27,4362686,14556
Bairagarh,4,5,1,2475,Furnished,13,11051405,28395
Govindpura,3,6,1,1527,Furnished,10,8046937,23182
sultaniya road,4,8,1,2964,Semi-Furnished,8,15357774,46006
Roshanpura,2,4,3,1085,Furnished,6,5202064,16889
Vikas Nagar,2,3,1,963,Unfurnished,23,6615735,22889
jahangirabad,5,7,4,3011,Unfurnished,6,13837526,36563
Piplani,1,2,2,800,Semi-Furnished,25,5634615,19039
VIP road,2,2,4,843,Furnished,29,5485018,16315
kohefiza,1,1,1,500,Semi-Furnished,27,2156412,4381
Narela,1,2,1,738,Furnished,20,3112931,9194
MP Nagar,4,11,4,2780,Semi-Furnished,19,22289984,68626
Arera Colony,1,1,2,528,Furnished,6,3945106,12451
Nizamuddin colony,2,2,2,838,Unfurnished,6,5363615,18574
Anand nagar,1,2,3,710,Furnished,30,4068336,13016
sultaniya road,3,5,3,1431,Furnished,8,7488714,21135
Avadhpuri,4,6,3,2587,Unfurnished,9,11429000,32276
Gandhi nagar,1,1,1,512,Semi-Furnished,20,3149363,12078
Vijay nagar,1,1,2,439,Unfurnished,23,3224222,11391
Anand nagar,4,8,1,3112,Unfurnished,4,18017830,60198
Minal,2,3,2,837,Unfurnished,1,3970429,9158
kohefiza,2,3,4,915,Unfurnished,1,4047610,9307
Ayodhya bypass,5,13,2,4350,Furnished,1,23002170,70349
Ayodhya bypass,3,4,2,1210,Semi-Furnished,4,6453127,18373
Piplani,2,2,1,836,Furnished,0,5783722,20333
Ratnagiri,5,9,4,3862,Semi-Furnished,15,18093556,49011
Sonagiri,1,1,2,439,Semi-Furnished,15,2053986,5305
Piplani,5,10,1,4586,Furnished,19,32090008,102151
Vijay nagar,5,9,1,3764,Unfurnished,24,27004899,91499
Habibganj,5,8,3,3677,Unfurnished,24,20300208,65564
Govindpura,3,5,4,1514,Semi-Furnished,8,7943313,22894
Karond,5,16,1,4195,Semi-Furnished,12,20485802,57545
Bairagarh,4,6,3,3456,Semi-Furnished,20,15502861,40107
Ratnagiri,2,3,4,909,Unfurnished,8,4180388,11297
Anand nagar,4,12,1,3386,Unfurnished,23,19611090,63607
char Imli,3,4,1,1900,Furnished,10,12460371,41312
Narela,3,4,2,1447,Unfurnished,9,6302091,15823
Piplani,3,3,1,1369,Furnished,24,9511380,30647
Minal,1,1,2,736,Furnished,11,3479513,8484
Shivaji Nagar,3,3,1,1954,Furnished,8,11738178,40406
Minal,1,2,2,627,Unfurnished,5,2858559,6376
Ratnagiri,5,13,3,4721,Furnished,23,22186372,62971
Hoshangabad Road,2,2,1,1073,Furnished,10,5388046,17323
Anand nagar,3,4,1,1479,Semi-Furnished,2,8535386,29296
Saket nagar,3,4,3,1529,Furnished,21,10432565,36854
MP Nagar,5,5,2,3035,Semi-Furnished,24,24199312,74062
Arera Colony,1,2,1,699,Semi-Furnished,4,5228118,18590
ibrahimpura,2,3,3,808,Furnished,9,3466274,7079
ibrahimpura,3,4,3,1914,Semi-Furnished,22,8214220,22639
Misrod,4,7,4,2298,Semi-Furnished,30,9554814,26213
Misrod,2,3,2,999,Semi-Furnished,30,4197423,11200
Shyamla Hills,1,1,4,453,Furnished,19,3366791,10139
Govindpura,3,4,4,1218,Unfurnished,25,6377801,19270
Ratnagiri,5,15,2,3964,Unfurnished,0,18565624,52359
MP Nagar,5,13,3,4361,Unfurnished,6,34897161,107325
Gulmohar,2,3,4,1160,Semi-Furnished,5,7352408,25626
Habibganj,1,2,3,796,Unfurnished,3,4401571,15534
Sonagiri,4,8,3,3087,Semi-Furnished,22,14227118,37683
Ayodhya nagar,4,5,3,2947,Semi-Furnished,27,18194868,68635
Tajul masjid,4,9,4,2335,Unfurnished,3,12924476,41848
Bairagarh,3,5,1,1651,Semi-Furnished,2,7451810,20233
MP Nagar,3,7,3,1939,Unfurnished,8,15502768,46905
Barkheda,5,12,3,4173,Semi-Furnished,11,18377790,52924
Shanti Nagar,3,4,2,1412,Unfurnished,15,8373007,27706
Saket nagar,3,5,2,1822,Semi-Furnished,5,12471398,41655
sultaniya road,2,3,2,1149,Furnished,26,6011553,19961
Ratnagiri,1,1,3,616,Semi-Furnished,17,2859236,8488
Vijay nagar,4,8,4,2816,Semi-Furnished,28,20261132,67987
Gulmohar,1,1,3,659,Furnished,0,4285252,13280
Vikas Nagar,3,5,3,1352,Unfurnished,29,9231202,31419
Ayodhya nagar,4,9,4,2465,Unfurnished,18,15229290,55751
Kolar hills,4,5,2,2376,Unfurnished,0,11927470,35869
Ratnagiri,4,4,3,2023,Unfurnished,2,9604566,25164
Habibganj,4,5,4,2866,Semi-Furnished,0,15732434,50727
char Imli,1,1,1,427,Semi-Furnished,11,2813351,8900
Lalghati,5,11,2,3598,Furnished,27,17290951,52007
Gulmohar,5,11,4,3537,Furnished,29,22611828,72654
Bittan Market,2,3,2,1154,Semi-Furnished,20,8047206,27015
Piplani,1,2,2,510,Furnished,0,3545673,11372
Habibganj,1,2,3,725,Semi-Furnished,5,3911673,12093
Govindpura,2,2,3,861,Semi-Furnished,8,4517956,13935
Kolar Road,4,6,3,3422,Semi-Furnished,24,17198972,52044
Roshanpura,3,3,1,1423,Furnished,22,6784119,19524
Ashoka garden,1,1,2,679,Furnished,25,3482903,10293
Bawadiya Kalan,5,14,2,4482,Semi-Furnished,18,20148008,55654
Misrod,4,10,2,2908,Furnished,21,12223088,30558
Chuna Bhatti,4,6,1,2883,Unfurnished,30,13531591,35898
Avadhpuri,1,3,1,752,Furnished,17,3353292,9996
New market,5,11,3,3444,Furnished,27,24076958,74636
Nizamuddin colony,1,1,1,464,Furnished,21,3091753,10538
MP Nagar,4,5,2,2578,Semi-Furnished,7,20541682,62477
Bairagarh,3,6,4,1613,Unfurnished,5,7323326,20602
Shyamla Hills,3,5,3,1897,Semi-Furnished,22,14289518,48124
chuna bhatti,4,8,2,2566,Unfurnished,8,12113686,31637
Bairagarh,4,6,4,2526,Unfurnished,11,11365434,29290
Chuna Bhatti,5,6,1,3302,Furnished,11,15525806,43830
Tajul masjid,5,6,3,4438,Furnished,23,24470200,79665
Bawadiya Kalan,1,3,2,798,Semi-Furnished,6,3646323,9197
Vijay nagar,3,4,3,1926,Semi-Furnished,10,13852541,48140
Arjun Nagar,5,9,4,3837,Unfurnished,17,22957388,75983
Hoshangabad Road,2,3,1,930,Unfurnished,25,4768823,15747
Bairagarh,1,2,2,787,Furnished,15,3626552,9744
sultaniya road,5,7,3,4799,Furnished,13,24964101,77382
Sonagiri,1,3,1,788,Furnished,2,3595019,10798
Hoshangabad Road,2,2,1,1159,Furnished,4,6009865,17946
Barkheda,1,2,4,557,Furnished,10,2506474,8718
Bittan Market,1,1,1,498,Furnished,17,3498786,9032
eidgah hills,3,4,1,1515,Semi-Furnished,14,9058222,29906
Bairagarh,3,4,4,1491,Unfurnished,19,6709674,16772
Arera Colony,2,2,1,1073,Semi-Furnished,11,8014441,24726
jahangirabad,3,4,4,1536,Semi-Furnished,16,7080143,17553
Karond,3,5,3,1543,Furnished,4,7595082,21583
MP Nagar,2,4,4,1006,Semi-Furnished,9,8076991,25906
Prabhat petrol pump,1,1,1,438,Unfurnished,2,2244948,5146
Karond,2,3,1,812,Unfurnished,7,3959235,10415
New market,2,3,1,922,Semi-Furnished,7,6392772,21510
Shyamla Hills,3,4,1,1496,Unfurnished,1,11318103,37508
Narela,1,1,3,467,Unfurnished,30,1986959,3554
Vikas Nagar,4,4,1,2480,Furnished,2,16949962,55616
